,文章ID,發文時間,更新時間,留言內容,按讚數,關鍵字
5402,238827430,2022-05-08 12:28:40.659000+00:00,2022-05-08T12:28:53.037Z,在台灣就是讀高中高職一樣是讀書只是讀比較簡單在環境比較差地方讀書之後大概也是升學升差一等大學良心建議還是讀高中興趣升大學選系再討論都還可以,3.0,"['在', '台灣', '就是', '讀高', '中高', '職', '一樣', '是', '讀書', '只是', '讀比較', '簡單', '在', '環境', '比', '較', '差', '地方', '讀書', '之後', '大概', '也', '是', '升學', '升差', '一等', '大學', '良心', '建議', '還是', '讀高', '中興', '趣升', '大學', '選系', '再討', '論都還', '可以']"
5403,238827430,2022-05-08 14:34:30.631000+00:00,2022-05-08T14:53:21.102Z,妳應該念五專高職現在畢業還不是考試念科大那不如唸高中,0.0,"['妳', '應該', '念', '五專', '高職', '現在', '畢業還', '不是', '考試念', '科大', '那', '不如', '唸', '高中']"
5404,238827430,2022-05-08 19:12:02.228000+00:00,2022-05-08T19:12:02.228Z,有考慮科系嗎不介意理工話一些科系蠻好上臺科北科,0.0,"['有', '考慮', '科系', '嗎', '不介意', '理工話', '一些', '科系', '蠻', '好', '上臺', '科北科']"
5405,238827430,2022-05-09 04:31:16.681000+00:00,2022-05-09T04:31:16.681Z,你都來這裡問就是讀高中高職也是讀書導向除非你要唸美容餐飲類那高職ok,2.0,"['你', '都', '來', '這裡問', '就是', '讀高', '中高', '職', '也', '是', '讀書', '導向', '除非', '你', '要', '唸', '美容餐', '飲類', '那', '高職', 'ok']"
5406,238827430,2022-05-10 15:48:36.983000+00:00,2022-05-10T15:50:04.259Z,如果這樣你可以讀五專五專也不是只有護理可以選還有餐飲工科商科等就看你對那個有興趣不然呢可以選應外然後二技再讀別領域也行或者說我覺得也可以先讀綜高到高二分流可以選學程就找你喜歡去也不錯而且綜高升學管道最多了統測學測指考都行,1.0,"['如果', '這樣', '你', '可以', '讀', '五專', '五專', '也', '不是', '只有', '護理', '可以', '選還', '有餐', '飲', '工科', '商科', '等', '就', '看', '你', '對', '那個', '有', '興趣', '不然', '呢', '可以', '選應外', '然後', '二技', '再讀', '別', '領域', '也', '行', '或者說', '我', '覺得', '也', '可以', '先讀', '綜高到', '高二', '分流', '可以', '選學程', '就', '找', '你', '喜歡', '去', '也', '不錯', '而且', '綜高', '升學', '管道', '最', '多', '了', '統測', '學測', '指考', '都', '行']"
5407,238827430,2022-05-11 02:30:18.752000+00:00,2022-05-11T02:30:18.752Z,選高中吧台灣技職教東西都太舊了,1.0,"['選高中', '吧台', '灣技', '職教', '東西', '都', '太舊', '了']"
5408,238827430,2022-05-11 05:26:08.499000+00:00,2022-05-11T05:26:08.499Z,選高中吧我們真太爛了,0.0,"['選高中', '吧', '我們', '真', '太爛', '了']"
5410,238827418,2022-05-08 06:09:45.157000+00:00,2022-05-08T06:11:07.974Z,不要論斷別人我們要說造就人話語,0.0,"['不要', '論斷', '別人', '我們', '要', '說造', '就', '人話', '語']"
5411,238827406,2022-05-08 06:04:05.148000+00:00,2022-05-08T06:04:05.148Z,這種蠻討厭可以跟司機說請司機勸說,0.0,"['這種', '蠻', '討厭', '可以', '跟', '司機', '說', '請', '司機', '勸說']"
5412,238827406,2022-05-08 06:16:48.841000+00:00,2022-05-08T06:16:48.841Z,請自主應變,0.0,"['請', '自主', '應變']"
5413,238827406,2022-05-08 06:21:08.361000+00:00,2022-05-08T06:21:29.767Z,這種真超討厭不然你假裝講個電話哈你確診囉可是我們昨天才一起吃飯啊然後故意咳幾聲,0.0,"['這種', '真超', '討厭', '不然', '你', '假裝', '講個', '電話', '哈', '你', '確診', '囉', '可是', '我們', '昨', '天才', '一起', '吃飯', '啊', '然後', '故意', '咳', '幾聲']"
5415,238827406,2022-05-08 07:02:28.733000+00:00,2022-05-08T07:02:28.733Z,你不會直接跟他講喔,0.0,"['你', '不會', '直接', '跟', '他講', '喔']"
5416,238827406,2022-05-08 07:32:13.928000+00:00,2022-05-08T07:32:13.928Z,跟他說先生麻煩你口罩戴好好嗎不然我很怕我確診了還傳染給你欸⋯我是很年輕沒關係啦啊你⋯🙂,0.0,"['跟', '他', '說', '先生', '麻煩', '你', '口罩', '戴', '好好', '嗎', '不然', '我', '很', '怕', '我', '確診', '了還', '傳染給', '你', '欸', '⋯', '我', '是', '很', '年輕', '沒', '關係', '啦', '啊', '你', '⋯', '🙂']"
5417,238827406,2022-05-08 09:18:58.736000+00:00,2022-05-08T09:18:58.736Z,自己先狂咳一波,0.0,"['自己', '先狂', '咳', '一波']"
5418,238827296,2022-05-08 05:48:00.022000+00:00,2022-05-08T05:48:00.022Z,那頭髮真飄逸,4.0,"['那頭', '髮', '真飄逸']"
5419,238827296,2022-05-08 06:20:52.589000+00:00,2022-05-08T06:21:09.922Z,只有你吧我身邊有錢同學都很謙虛低調,17.0,"['只有', '你', '吧', '我', '身邊', '有', '錢', '同學', '都', '很謙虛', '低調']"
5420,238827296,2022-05-08 07:23:56.439000+00:00,2022-05-08T07:23:56.439Z,三碗滷肉飯1碗牛肉湯只要150在哪裏啊這麼便宜,601.0,"['三碗', '滷', '肉', '飯', '1', '碗', '牛肉湯', '只要', '150', '在', '哪裏', '啊', '這麼', '便宜']"
5421,238827296,2022-05-08 07:47:38.844000+00:00,2022-05-08T07:47:38.844Z,蛤可是我不愛喝湯啊,31.0,"['蛤', '可是', '我', '不', '愛', '喝湯', '啊']"
5422,238827296,2022-05-08 07:59:09.373000+00:00,2022-05-08T07:59:09.373Z,最喜歡你這樣客人每次我都能多賣一碗湯,183.0,"['最', '喜歡', '你', '這樣', '客人', '每次', '我', '都', '能', '多', '賣', '一碗', '湯']"
5423,238827296,2022-05-08 08:30:36.984000+00:00,2022-05-08T08:52:49.165Z,沒到台北吃過飯,36.0,"['沒到', '台北', '吃過飯']"
5424,238827296,2022-05-08 08:43:59.937000+00:00,2022-05-08T08:43:59.937Z,南部物價,17.0,"['南部', '物價']"
5425,238827296,2022-05-08 08:46:33.001000+00:00,2022-05-08T08:46:33.001Z,你這根本財務自由了羨慕❤,7.0,"['你', '這根本', '財務自', '由', '了', '羨慕', '❤']"
5426,238827296,2022-05-08 08:47:50.063000+00:00,2022-05-08T08:47:50.063Z,是哪裡賣那麼便宜我還不吃爆,11.0,"['是', '哪裡', '賣', '那麼', '便宜', '我還', '不吃', '爆']"
5427,238827296,2022-05-08 08:59:53.877000+00:00,2022-05-08T08:59:53.877Z,他媽我在舊金山ㄧ碗滷肉飯就要400,1617.0,"['他媽', '我', '在', '舊', '金山', 'ㄧ', '碗', '滷', '肉', '飯', '就要', '400']"
5428,238827296,2022-05-08 09:11:08.405000+00:00,2022-05-08T09:11:08.405Z,哪裡有這麼便宜餐廳台北人求,7.0,"['哪裡', '有', '這麼', '便宜', '餐廳', '台北', '人求']"
5430,238827296,2022-05-08 09:32:36.929000+00:00,2022-05-08T09:32:36.929Z,吉高寧寧,8.0,"['吉高', '寧寧']"
5431,238827296,2022-05-08 09:42:23.764000+00:00,2022-05-08T09:42:23.764Z,你這個感覺好像哪裡聽過類似,0.0,"['你', '這個', '感覺', '好像', '哪裡', '聽', '過類', '似']"
5432,238827296,2022-05-08 10:56:58.626000+00:00,2022-05-08T10:56:58.626Z,我都買兩碗湯喝一碗倒一碗,3.0,"['我', '都', '買', '兩碗', '湯喝', '一碗', '倒', '一碗']"
5433,238827296,2022-05-08 11:25:57.931000+00:00,2022-05-08T11:25:57.931Z,要發幾篇第一篇好笑第二篇就是小丑了,18.0,"['要發', '幾篇', '第', '一篇', '好笑', '第', '二篇', '就是', '小丑', '了']"
5434,238827296,2022-05-08 11:26:00.549000+00:00,2022-05-08T11:26:00.549Z,這不就抄來,4.0,"['這不', '就', '抄', '來']"
5435,238827296,2022-05-08 11:26:37.993000+00:00,2022-05-08T11:26:37.993Z,我沒錢也是這樣點啊,1.0,"['我', '沒', '錢', '也', '是', '這樣點', '啊']"
5436,238827296,2022-05-08 11:35:40.729000+00:00,2022-05-08T11:35:40.729Z,我自己買食材煮一個月三餐不到兩千🤣,1.0,"['我', '自己', '買', '食材', '煮', '一個月', '三餐', '不到', '兩千', '🤣']"
5438,238827296,2022-05-08 12:09:10.224000+00:00,2022-05-08T12:09:10.224Z,這不是某個抖音內容嗎某個中國人說月收兩千還三千樣子然後說有錢真好,11.0,"['這', '不是', '某個', '抖音', '內容', '嗎', '某個', '中國', '人', '說', '月', '收', '兩千', '還三', '千樣', '子', '然後', '說', '有', '錢', '真', '好']"
5440,238827296,2022-05-08 12:42:42.902000+00:00,2022-05-08T12:45:44.133Z,不敢我上廁所都要考慮要不要用衛生紙了怎麼敢啊你上次買完便當店員跟客人應該是在看你今天怎麽沒買湯,3.0,"['不敢', '我', '上', '廁所', '都', '要', '考慮', '要', '不要', '用衛', '生紙', '了', '怎麼', '敢', '啊', '你', '上次', '買', '完', '便當', '店員', '跟', '客人', '應該', '是', '在', '看', '你', '今天', '怎', '麽', '沒買湯']"
5442,238827296,2022-05-08 13:55:20.678000+00:00,2022-05-08T13:56:17.797Z,那兩杯清心仙草凍奶加運費180算嗎,0.0,"['那', '兩杯', '清心', '仙草', '凍奶', '加運費', '180', '算', '嗎']"
5443,238827296,2022-05-08 14:05:57.158000+00:00,2022-05-08T14:07:55.603Z,還好吧在北部平均一天餐費差不多500左右,2.0,"['還好', '吧', '在', '北部', '平均', '一天', '餐費', '差不多', '500', '左右']"
5444,238827296,2022-05-08 14:41:53.262000+00:00,2022-05-08T14:41:53.262Z,後面那個男,0.0,"['後面', '那個', '男']"
5445,238827296,2022-05-08 14:55:56.202000+00:00,2022-05-08T14:55:56.202Z,好幸福,0.0,"['好', '幸福']"
5446,238827296,2022-05-08 15:06:24.597000+00:00,2022-05-08T15:25:52.306Z,不是很懂發這種文除了炫耀想刺痛別人外還有什麼意義嗎用意何在到底是甚麼奇怪心態會想發這種文章而且要炫耀也掰大一點有錢人才不會一餐只吃150工地師傅水電師傅搞不好都吃比較貴我家附近水電行老闆每天晚上跟朋友去吃燒烤甚麼隨便一個人都要花個五六百比妳三餐加起來多,6.0,"['不是', '很', '懂發', '這種', '文', '除了', '炫耀想', '刺痛', '別人', '外', '還有', '什麼', '意義', '嗎', '用意', '何在', '到底', '是', '甚麼', '奇怪', '心態', '會想發', '這種', '文章', '而', '且', '要', '炫耀', '也', '掰', '大', '一點', '有', '錢', '人才', '不會', '一餐', '只', '吃', '150', '工地', '師傅', '水電', '師傅', '搞', '不好', '都', '吃', '比', '較', '貴', '我家', '附近', '水電行', '老', '闆', '每天', '晚上', '跟', '朋友', '去', '吃', '燒烤', '甚麼', '隨便', '一個人', '都', '要', '花個', '五六百', '比', '妳', '三餐', '加起', '來', '多']"
5447,238827296,2022-05-08 15:09:00.718000+00:00,2022-05-08T15:09:00.718Z,哼我都吃牛肉湯100肉燥飯免費吃到飽多我50塊有夠囂張,0.0,"['哼', '我', '都', '吃', '牛肉湯', '100', '肉燥', '飯', '免費', '吃', '到', '飽', '多', '我', '50', '塊', '有夠', '囂張']"
5448,238827296,2022-05-08 15:28:55.363000+00:00,2022-05-08T15:28:55.363Z,學大陸抖音自以為有梗,4.0,"['學', '大陸', '抖音', '自以', '為', '有', '梗']"
5449,238827296,2022-05-08 15:37:10.561000+00:00,2022-05-08T15:37:10.561Z,我知道稍微有點小錢平民一天零用金是2000這也不是什麼富豪你這文章一餐才花150我有時一餐花都比你多拜託這樣炫只顯擺你窮家世不好,3.0,"['我', '知道', '稍微', '有點', '小錢', '平民', '一天', '零用', '金是', '2000', '這也', '不是', '什麼', '富豪', '你', '這文章', '一餐', '才', '花', '150', '我', '有', '時', '一餐', '花', '都', '比', '你', '多', '拜', '託', '這樣', '炫', '只', '顯', '擺', '你', '窮', '家世', '不好']"
5450,238827296,2022-05-08 15:40:41.622000+00:00,2022-05-08T15:40:41.622Z,這就模仿大陸抖音那個土豪梗啊一點創意都沒有那個土豪還比較好笑,5.0,"['這就', '模仿', '大陸', '抖音', '那個', '土豪', '梗', '啊', '一點', '創意', '都', '沒有', '那個', '土豪', '還比較', '好笑']"
5451,238827296,2022-05-08 16:20:17.460000+00:00,2022-05-08T16:20:17.460Z,用吃來判斷成功看來是個井底之蛙,0.0,"['用', '吃來', '判斷', '成功', '看來', '是', '個', '井底之蛙']"
5453,238827296,2022-05-08 16:29:13.523000+00:00,2022-05-08T16:29:13.523Z,好慘我吃飯都超過200,1.0,"['好慘', '我', '吃飯', '都', '超過', '200']"
5454,238827296,2022-05-08 16:52:53.860000+00:00,2022-05-08T16:52:53.860Z,第四句是不是文法有問題覺得好卡,0.0,"['第', '四句', '是', '不是', '文法', '有', '問題', '覺得', '好卡']"
5455,238827296,2022-05-08 17:13:36.910000+00:00,2022-05-08T17:13:36.910Z,這裡廢文,1.0,"['這裡', '廢文']"
5456,238827296,2022-05-08 21:56:57.108000+00:00,2022-05-08T21:56:57.108Z,農場文,2.0,"['農場', '文']"
5457,238827296,2022-05-08 22:39:52.895000+00:00,2022-05-08T22:39:52.895Z,這是反串文巴😂😂😂,4.0,"['這是', '反串', '文巴', '😂', '😂', '😂']"
5458,238827296,2022-05-09 00:07:54.687000+00:00,2022-05-09T00:07:54.687Z,這樣就在炫,1.0,"['這樣', '就', '在', '炫']"
5459,238827296,2022-05-09 01:19:46.118000+00:00,2022-05-09T01:19:46.118Z,一餐150也好意思囂張達文西說眼界決定了你成就誠也,2.0,"['一餐', '150', '也', '好意思', '囂張', '達文西', '說', '眼界', '決定', '了', '你', '成就', '誠', '也']"
5461,238827296,2022-05-09 01:48:23.247000+00:00,2022-05-09T01:48:23.247Z,不好意思我在費城叫個石鍋拌飯要600,3.0,"['不好意思', '我', '在', '費城', '叫', '個', '石鍋', '拌', '飯', '要', '600']"
5462,238827296,2022-05-09 02:53:50.276000+00:00,2022-05-09T02:54:41.802Z,fbwatchcUeWNwzF59模仿而已上面在認真什麼😂,0.0,"['fbwatchcUeWNwzF59', '模仿', '而', '已', '上面', '在', '認真', '什麼', '😂']"
5463,238827296,2022-05-09 03:15:29.144000+00:00,2022-05-09T03:15:29.144Z,親愛雅圖一餐海底撈兩人要六千唷,0.0,"['親愛雅圖', '一餐', '海底', '撈', '兩人要', '六千', '唷']"
5464,238827296,2022-05-09 03:15:59.761000+00:00,2022-05-09T03:15:59.761Z,所以現在你破產了嗎怎不發現在照片還是你是反串,0.0,"['所以', '現在', '你', '破產', '了', '嗎', '怎不發', '現在', '照片', '還是', '你', '是', '反串']"
5465,238827296,2022-05-09 03:31:06.074000+00:00,2022-05-09T03:31:06.074Z,你敢想嗎,0.0,"['你', '敢', '想', '嗎']"
5467,238827296,2022-05-09 04:57:07.775000+00:00,2022-05-09T04:57:07.775Z,沒有牛肉包沒有靈魂,1.0,"['沒有', '牛肉', '包', '沒有', '靈魂']"
5469,238827296,2022-05-09 05:18:57.834000+00:00,2022-05-09T05:18:57.834Z,重點不是錢重點是我在猶豫要不要喝湯而不是有沒有錢喝湯,1.0,"['重點', '不是', '錢', '重點', '是', '我', '在', '猶豫要', '不要', '喝湯', '而', '不是', '有', '沒有', '錢', '喝湯']"
5470,238827296,2022-05-09 06:21:51.545000+00:00,2022-05-09T06:21:51.545Z,我都在家早午晚餐都Ubereat200湊免運真正財富自由,2.0,"['我', '都', '在家', '早午', '晚餐', '都', 'Ubereat200', '湊免', '運真正', '財富', '自由']"
5471,238827296,2022-05-09 06:40:53.253000+00:00,2022-05-09T06:40:53.253Z,我們超級窮還沒到可炫富程度,0.0,"['我們', '超級', '窮', '還沒到', '可炫富', '程度']"
5472,238827296,2022-05-09 07:19:14.645000+00:00,2022-05-09T07:19:14.645Z,我每次在想要不要點湯時候我都直接再多點一碗飯吃得好爽,0.0,"['我', '每次', '在', '想要', '不要', '點湯', '時候', '我', '都', '直接', '再', '多點', '一碗', '飯', '吃', '得', '好爽']"
5473,238827296,2022-05-09 07:38:20.071000+00:00,2022-05-09T07:38:20.071Z,我草我在台北吃兩百塊一碗麵還不見得寶你這樣叫囂張我一次買耳機喇叭花了快13000都沒有在大聲說話,0.0,"['我草', '我', '在', '台北', '吃', '兩百塊', '一碗', '麵', '還', '不見得', '寶你', '這樣', '叫', '囂張', '我', '一次', '買耳機', '喇叭花', '了', '快', '13000', '都', '沒有', '在', '大聲', '說話']"
5474,238827296,2022-05-09 07:44:20.929000+00:00,2022-05-09T07:44:20.929Z,發錯版了吧,0.0,"['發錯', '版', '了', '吧']"
